"","level","id","name0","name1","name","population","pm2023","pm2022","pm2021","pm2020","pm2019","pm2018","pm2017","pm2016","pm2015","pm2014","pm2013","pm2012","pm2011","pm2010","pm2009","pm2008","pm2007","pm2006","pm2005","pm2004","pm2003","pm2002","pm2001","pm2000","pm1999","pm1998","who2023","who2022","who2021","who2020","who2019","who2018","who2017","who2016","who2015","who2014","who2013","who2012","who2011","who2010","who2009","who2008","who2007","who2006","who2005","who2004","who2003","who2002","who2001","who2000","who1999","who1998","nat2023","nat2022","nat2021","nat2020","nat2019","nat2018","nat2017","nat2016","nat2015","nat2014","nat2013","nat2012","nat2011","nat2010","nat2009","nat2008","nat2007","nat2006","nat2005","nat2004","nat2003","nat2002","nat2001","nat2000","nat1999","nat1998"
"1",2,17880,"India","Uttar Pradesh","Agra",4429524,68.89,65.03,75.14,77.44,77.96,72.15,75.34,76.39,72.49,65.84,69.22,68.11,75.12,72.39,66.44,70.65,61.99,57.84,61,57.84,60.79,56.38,53.69,47.21,46.44,47.48,6.3,5.9,6.9,7.1,7.2,6.6,6.9,7,6.6,6,6.3,6.2,6.9,6.6,6,6.4,5.6,5.2,5.5,5.2,5.5,5,4.8,4.1,4.1,4.2,2.8,2.5,3.4,3.7,3.7,3.2,3.5,3.6,3.2,2.5,2.9,2.8,3.4,3.2,2.6,3,2.2,1.7,2.1,1.7,2,1.6,1.3,0.7,0.6,0.7
"2",2,17881,"India","Uttar Pradesh","Aligarh",4350429,67.5,69.44,75.67,71.35,75.58,78.11,83.61,85.43,79.72,68.81,74.14,70.1,82.57,78.34,67.84,73.68,62.82,59.1,62.98,63.45,69.67,57.43,55.79,50.12,45.52,50.47,6.1,6.3,6.9,6.5,6.9,7.2,7.7,7.9,7.3,6.3,6.8,6.4,7.6,7.2,6.2,6.7,5.7,5.3,5.7,5.7,6.3,5.1,5,4.4,4,4.5,2.7,2.9,3.5,3.1,3.5,3.7,4.3,4.5,3.9,2.8,3.3,2.9,4.2,3.8,2.7,3.3,2.2,1.9,2.3,2.3,2.9,1.7,1.5,1,0.5,1
"3",2,17968,"India","West Bengal","Alipurduar",1443438,41.05,40.86,50.68,51.2,47.89,52.55,49.25,46.39,47.19,48.01,43.95,47.61,45.12,44.52,51.34,44.79,43.19,46.76,39.88,39.62,38.76,36.71,37.24,34.71,29.75,28.92,3.5,3.5,4.5,4.5,4.2,4.7,4.3,4.1,4.1,4.2,3.8,4.2,3.9,3.9,4.5,3.9,3.7,4.1,3.4,3.4,3.3,3.1,3.2,2.9,2.4,2.3,0.1,0.1,1,1.1,0.8,1.2,0.9,0.6,0.7,0.8,0.4,0.7,0.5,0.4,1.1,0.5,0.3,0.7,0,0,0,0,0,0,0,0
"4",2,17463,"India","Haryana","Ambala",1421315,47.54,49.09,50.2,49.35,48.8,50.43,54.93,58.16,52.69,46.96,51.12,46.58,52.33,49.77,43.57,47.18,39.79,40.27,35.74,40.18,37.43,34.78,34.52,32.23,27.11,28.39,4.2,4.3,4.4,4.3,4.3,4.5,4.9,5.2,4.7,4.1,4.5,4.1,4.6,4.4,3.8,4.1,3.4,3.5,3,3.4,3.2,2.9,2.9,2.7,2.2,2.3,0.7,0.9,1,0.9,0.9,1,1.5,1.8,1.2,0.7,1.1,0.6,1.2,1,0.3,0.7,0,0,0,0,0,0,0,0,0,0
"5",2,17882,"India","Uttar Pradesh","Ambedkar Nagar",2820142,56.34,63.88,64.64,63.33,68.15,67.88,68.71,83.37,68.18,56.65,66.75,66.07,74.58,65.94,65.61,72.76,61.69,58.68,55.08,57.27,58.99,50.41,52.01,44.67,36.94,41.5,5,5.8,5.8,5.7,6.2,6.2,6.2,7.7,6.2,5.1,6.1,6,6.8,6,5.9,6.6,5.6,5.3,4.9,5.1,5.3,4.5,4.6,3.9,3.1,3.6,1.6,2.3,2.4,2.3,2.8,2.7,2.8,4.3,2.8,1.6,2.6,2.6,3.4,2.5,2.5,3.2,2.1,1.8,1.5,1.7,1.9,1,1.2,0.5,0,0.1
"6",2,17883,"India","Uttar Pradesh","Amethi",2971935,55.83,60.85,61.88,61.41,68.71,62.2,68.75,77.51,62.89,54.07,61.4,59.16,70.7,61.86,63.79,70.96,57.25,52.24,53.27,57.87,57.82,50.09,50.48,45.95,39.76,43.71,5,5.5,5.6,5.5,6.2,5.6,6.2,7.1,5.7,4.8,5.5,5.3,6.4,5.6,5.8,6.5,5.1,4.6,4.7,5.2,5.2,4.4,4.5,4,3.4,3.8,1.6,2,2.1,2.1,2.8,2.2,2.8,3.7,2.2,1.4,2.1,1.9,3,2.1,2.3,3,1.7,1.2,1.3,1.8,1.7,1,1,0.6,0,0.4
"7",2,17748,"India","Punjab","Amritsar",2754606,53.59,55.59,56.73,51.67,51.43,52.79,52.59,55.96,51.78,46.39,49.15,43.67,54.15,50.95,45.65,49.65,46.88,43.92,42.93,39.16,40.42,35.9,36.84,34.33,28.19,30.13,4.8,5,5.1,4.6,4.6,4.7,4.7,5,4.6,4.1,4.3,3.8,4.8,4.5,4,4.4,4.1,3.8,3.7,3.3,3.5,3,3.1,2.9,2.3,2.5,1.3,1.5,1.6,1.1,1.1,1.3,1.2,1.6,1.2,0.6,0.9,0.4,1.4,1.1,0.6,0.9,0.7,0.4,0.3,0,0,0,0,0,0,0
"8",2,17884,"India","Uttar Pradesh","Amroha",2435064,50.14,55.65,60.2,55.22,55.16,63.75,68.73,72.75,68.16,59.51,67.01,59.83,72.44,67.18,58.94,61.69,52.47,49.26,49.7,53.05,55.17,48.3,45.24,43.09,36.17,39.42,4.4,5,5.4,4.9,4.9,5.8,6.2,6.6,6.2,5.3,6.1,5.4,6.6,6.1,5.3,5.6,4.7,4.3,4.4,4.7,4.9,4.2,3.9,3.7,3.1,3.4,1,1.5,2,1.5,1.5,2.3,2.8,3.2,2.8,1.9,2.6,1.9,3.2,2.7,1.9,2.1,1.2,0.9,1,1.3,1.5,0.8,0.5,0.3,0,0
"9",2,17359,"India","Bihar","Araria",3425442,53.7,53.14,57.25,56.78,56.5,64.97,58,55.79,57.13,58.18,56.67,63.01,56.35,52.71,64.54,51.98,53.82,55.84,46.43,41.68,43.5,41.39,45.06,39.46,35.26,37.44,4.8,4.7,5.1,5.1,5,5.9,5.2,5,5.1,5.2,5.1,5.7,5,4.7,5.8,4.6,4.8,5,4.1,3.6,3.8,3.6,3.9,3.4,3,3.2,1.3,1.3,1.7,1.6,1.6,2.4,1.8,1.5,1.7,1.8,1.6,2.3,1.6,1.2,2.4,1.2,1.4,1.6,0.6,0.2,0.3,0.1,0.5,0,0,0
"10",2,17360,"India","Bihar","Arwal",850133,55.09,58.96,61.83,58.22,65.8,68.02,69.26,73.43,60.99,63.49,62.8,61.68,65.33,57.82,56.81,62.86,51.56,47.22,44.57,46.56,47.28,44.72,47.74,42.17,39.35,38.5,4.9,5.3,5.6,5.2,6,6.2,6.3,6.7,5.5,5.7,5.7,5.6,5.9,5.2,5.1,5.7,4.6,4.1,3.9,4.1,4.1,3.9,4.2,3.6,3.4,3.3,1.5,1.9,2.1,1.8,2.5,2.7,2.9,3.3,2.1,2.3,2.2,2.1,2.5,1.7,1.6,2.2,1.1,0.7,0.4,0.6,0.7,0.5,0.8,0.2,0,0
"11",2,17885,"India","Uttar Pradesh","Auraiya",1664718,58.12,57.24,60.92,62.53,65.37,62.02,67.65,66.56,64.62,59.22,62.19,59.28,62.38,59.15,57.61,64.18,54.51,49.57,54.06,52.69,53.44,47.99,48.34,45.24,42.31,44.93,5.2,5.1,5.5,5.6,5.9,5.6,6.1,6,5.8,5.3,5.6,5.3,5.6,5.3,5.2,5.8,4.9,4.4,4.8,4.7,4.7,4.2,4.2,3.9,3.7,3.9,1.8,1.7,2.1,2.2,2.5,2.2,2.7,2.6,2.4,1.9,2.2,1.9,2.2,1.9,1.7,2.4,1.4,0.9,1.4,1.2,1.3,0.8,0.8,0.5,0.2,0.5
"12",2,17361,"India","Bihar","Aurangabad",3045248,46.6,48.65,51.25,50.26,55.84,55.74,58.27,61.28,51.14,51.84,52.46,50.2,55.67,47.36,47.6,54.29,44.46,40.58,37.55,40.72,40.48,37.39,37.85,34.68,33.68,32.18,4.1,4.3,4.5,4.4,5,5,5.2,5.5,4.5,4.6,4.7,4.4,5,4.2,4.2,4.8,3.9,3.5,3.2,3.5,3.5,3.2,3.2,2.9,2.8,2.7,0.6,0.8,1.1,1,1.6,1.5,1.8,2.1,1.1,1.2,1.2,1,1.5,0.7,0.7,1.4,0.4,0.1,0,0.1,0,0,0,0,0,0
"13",2,17886,"India","Uttar Pradesh","Azamgarh",4716154,57.67,65.28,64.96,66.64,72.06,69.61,69.3,86.46,68.11,61.97,69.01,66.92,74.49,65.8,66.93,74.16,62.23,57.88,55.58,58.88,59.46,52.3,54.23,45.64,39.92,44.61,5.2,5.9,5.9,6,6.6,6.3,6.3,8,6.2,5.6,6.3,6.1,6.8,6,6.1,6.8,5.6,5.2,5,5.3,5.3,4.6,4.8,4,3.4,3.9,1.7,2.5,2.4,2.6,3.1,2.9,2.9,4.6,2.8,2.2,2.8,2.6,3.4,2.5,2.6,3.3,2.2,1.8,1.5,1.9,1.9,1.2,1.4,0.6,0,0.5
"14",2,17887,"India","Uttar Pradesh","Baghpat",1521212,70.4,69.61,74.48,71.13,73.87,81.78,88.41,93.75,89.22,74.03,83.7,79.75,96.3,89.6,73.97,79.95,69.59,62.37,66.17,65.98,71.12,60.33,58.15,54.17,45.83,46.81,6.4,6.3,6.8,6.5,6.7,7.5,8.2,8.7,8.3,6.8,7.7,7.3,8.9,8.3,6.8,7.3,6.3,5.6,6,6,6.5,5.4,5.2,4.8,4,4.1,3,2.9,3.4,3.1,3.3,4.1,4.7,5.3,4.8,3.3,4.3,3.9,5.5,4.9,3.3,3.9,2.9,2.2,2.6,2.5,3,2,1.8,1.4,0.6,0.7
"15",2,17888,"India","Uttar Pradesh","Bahraich",2950502,46.39,56.17,57.19,52.22,57.02,57.46,60.84,64.72,60.31,48.87,55.55,56.61,63.85,55.67,56.26,55.08,49.44,47.54,44.28,45.13,44.71,38.96,44.98,41,32.52,33.1,4.1,5,5.1,4.6,5.1,5.1,5.5,5.9,5.4,4.3,5,5.1,5.8,5,5,4.9,4.4,4.2,3.8,3.9,3.9,3.3,3.9,3.5,2.7,2.8,0.6,1.6,1.7,1.2,1.7,1.7,2,2.4,2,0.9,1.5,1.6,2.3,1.5,1.6,1.5,0.9,0.7,0.4,0.5,0.5,0,0.5,0.1,0,0
"16",2,17889,"India","Uttar Pradesh","Ballia",3817555,62.52,70.62,70.26,68.31,74.62,78.14,76.31,89.09,73.67,70.46,74.91,72.33,75.92,68.9,69.11,76.48,65.86,62.66,57.03,59.64,59.71,54.8,60.8,50.26,44.22,45.31,5.6,6.4,6.4,6.2,6.8,7.2,7,8.2,6.7,6.4,6.9,6.6,7,6.3,6.3,7,6,5.7,5.1,5.4,5.4,4.9,5.5,4.4,3.8,4,2.2,3,3,2.8,3.4,3.7,3.6,4.8,3.3,3,3.4,3.2,3.5,2.8,2.9,3.6,2.5,2.2,1.7,1.9,1.9,1.5,2,1,0.4,0.5
"17",2,17398,"India","Chhattisgarh","Balod",751099,53.36,50.24,57.73,57.13,54.16,52.73,49.91,52.55,51.39,50.52,51.68,43.44,49.22,44.28,44.44,46.69,43.83,39.99,40.97,38.6,37.88,34.29,35.51,31.75,28.7,27.4,4.7,4.4,5.2,5.1,4.8,4.7,4.4,4.7,4.5,4.5,4.6,3.8,4.3,3.8,3.9,4.1,3.8,3.4,3.5,3.3,3.2,2.9,3,2.6,2.3,2.2,1.3,1,1.7,1.7,1.4,1.2,1,1.2,1.1,1,1.1,0.3,0.9,0.4,0.4,0.7,0.4,0,0.1,0,0,0,0,0,0,0
"18",2,17399,"India","Chhattisgarh","Baloda Bazar",1504163,62.92,56.63,65.35,64.28,61.01,59.02,56.3,59.53,54.88,53.48,53.63,47.47,53.89,47.94,51.64,52.48,49.01,43.52,43.25,42.94,38.54,36.35,37.72,32.07,34.19,33.18,5.7,5.1,5.9,5.8,5.5,5.3,5,5.3,4.9,4.8,4.8,4.2,4.8,4.2,4.6,4.7,4.3,3.8,3.7,3.7,3.3,3.1,3.2,2.7,2.9,2.8,2.2,1.6,2.5,2.4,2.1,1.9,1.6,1.9,1.5,1.3,1.3,0.7,1.4,0.8,1.1,1.2,0.9,0.3,0.3,0.3,0,0,0,0,0,0
"19",2,17890,"India","Uttar Pradesh","Balrampur",2517390,42.09,48.14,52.66,46.5,49.09,51.26,53.61,57.46,54.74,44.54,48.67,51.15,56.15,49.2,50.31,50.29,47.09,46.28,39.72,40.62,38.98,36.01,42.76,36.77,27.95,28.42,3.6,4.2,4.7,4.1,4.3,4.5,4.8,5.1,4.9,3.9,4.3,4.5,5,4.3,4.4,4.4,4.1,4,3.4,3.5,3.3,3,3.7,3.1,2.2,2.3,0.2,0.8,1.2,0.6,0.9,1.1,1.3,1.7,1.4,0.4,0.8,1.1,1.6,0.9,1,1,0.7,0.6,0,0.1,0,0,0.3,0,0,0
"20",2,17400,"India","Chhattisgarh","Balrampur",971982,29.73,33.26,35.22,33.78,35.95,31.38,34.65,35.89,33.93,32.19,33.86,30.29,34.39,28.91,31.66,33.2,29.83,25.04,25.2,26.14,25.8,23.95,22.61,19.65,15.04,13.61,2.4,2.8,3,2.8,3,2.6,2.9,3,2.8,2.7,2.8,2.5,2.9,2.3,2.6,2.8,2.4,2,2,2.1,2,1.9,1.7,1.4,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2,17891,"India","Uttar Pradesh","Banda",2093740,47.01,43.93,49.17,50.84,54.13,48.73,52.99,52.97,46.8,44.22,47.65,47.76,49.8,44.37,44.7,53.13,43.09,37.9,39.93,40.62,40.58,35.86,34.35,31.12,30.78,32.09,4.1,3.8,4.3,4.5,4.8,4.3,4.7,4.7,4.1,3.8,4.2,4.2,4.4,3.9,3.9,4.7,3.7,3.2,3.4,3.5,3.5,3,2.9,2.6,2.5,2.7,0.7,0.4,0.9,1.1,1.4,0.9,1.3,1.3,0.7,0.4,0.7,0.8,1,0.4,0.5,1.3,0.3,0,0,0.1,0.1,0,0,0,0,0
"22",2,17362,"India","Bihar","Banka",2452291,45.38,47.62,50.6,48.44,54.19,57.09,56.99,54.86,53.88,51.13,54.81,52.05,55.58,46.96,52.15,50.77,44.11,46.56,38.27,40.5,39.17,39.22,40.2,35.11,33.64,31.98,4,4.2,4.5,4.3,4.8,5.1,5.1,4.9,4.8,4.5,4.9,4.6,5,4.1,4.6,4.5,3.8,4.1,3.3,3.5,3.3,3.4,3.4,3,2.8,2.6,0.5,0.7,1,0.8,1.4,1.7,1.7,1.5,1.4,1.1,1.5,1.2,1.5,0.7,1.2,1.1,0.4,0.6,0,0,0,0,0,0,0,0
"23",2,17969,"India","West Bengal","Bankura",4032632,48.38,45.1,63.31,62.93,57.92,60.99,61.66,61.44,57.47,59.79,55.09,54.03,58.46,51.52,57.59,57.02,50.33,47.69,43.58,42.03,38.31,38.67,36.36,35.56,30.9,28.53,4.3,3.9,5.7,5.7,5.2,5.5,5.6,5.5,5.1,5.4,4.9,4.8,5.2,4.6,5.2,5.1,4.4,4.2,3.8,3.6,3.3,3.3,3.1,3,2.5,2.3,0.8,0.5,2.3,2.2,1.8,2.1,2.1,2.1,1.7,1.9,1.5,1.4,1.8,1.1,1.7,1.7,1,0.8,0.4,0.2,0,0,0,0,0,0
"24",2,17892,"India","Uttar Pradesh","Barabanki",4466724,52.9,59.61,61.22,58.6,65.29,62.31,68.33,75.24,65.61,52.8,64.51,61.31,70.83,62.32,63.26,66.49,55.87,53,50.17,55.9,55.85,48.54,51.16,45.53,36.68,40.01,4.7,5.4,5.5,5.3,5.9,5.6,6.2,6.9,5.9,4.7,5.8,5.5,6.5,5.6,5.7,6,5,4.7,4.4,5,5,4.3,4.5,4,3.1,3.4,1.3,1.9,2.1,1.8,2.5,2.2,2.8,3.5,2.5,1.3,2.4,2.1,3,2.2,2.3,2.6,1.6,1.3,1,1.6,1.6,0.8,1.1,0.5,0,0
"25",2,17970,"India","West Bengal","Barddhaman",8724610,49.34,47.62,61.69,61.63,56.81,62.8,61.63,62.98,58.61,58.84,55.85,55.17,59.56,51.99,58.01,57.37,50.7,48.32,44.49,42.01,39.37,40.28,36.82,36.57,31.52,29.4,4.3,4.2,5.6,5.5,5.1,5.7,5.5,5.7,5.3,5.3,5,4.9,5.3,4.6,5.2,5.1,4.5,4.2,3.9,3.6,3.4,3.5,3.1,3.1,2.6,2.4,0.9,0.7,2.1,2.1,1.6,2.2,2.1,2.3,1.8,1.8,1.6,1.5,1.9,1.2,1.8,1.7,1,0.8,0.4,0.2,0,0,0,0,0,0
"26",2,17893,"India","Uttar Pradesh","Bareilly",5203095,51.3,60.01,62.77,57.41,58.97,64.24,67.23,70.39,68.7,59.37,65.58,59.71,72.98,67.33,59.27,63.86,54.54,50.77,50.42,51.82,54.04,46.95,45.65,44.41,37.74,40.62,4.5,5.4,5.7,5.1,5.3,5.8,6.1,6.4,6.2,5.3,5.9,5.4,6.7,6.1,5.3,5.8,4.9,4.5,4.5,4.6,4.8,4.1,4,3.9,3.2,3.5,1.1,2,2.2,1.7,1.9,2.4,2.7,3,2.8,1.9,2.5,1.9,3.2,2.7,1.9,2.3,1.4,1.1,1,1.2,1.4,0.7,0.6,0.4,0,0.1
"27",2,17749,"India","Punjab","Barnala",664645,47.55,46.26,54.84,49.96,47.89,53.53,54.09,61.42,59.89,49.22,56.05,52.13,66.3,61.47,46.63,50.27,46.11,45.63,47.04,43.59,46.1,39.76,34.47,34.2,29.97,30.75,4.2,4,4.9,4.4,4.2,4.8,4.8,5.5,5.4,4.3,5,4.6,6,5.5,4.1,4.4,4,4,4.1,3.8,4,3.4,2.9,2.9,2.4,2.5,0.7,0.6,1.5,1,0.8,1.3,1.4,2.1,1.9,0.9,1.6,1.2,2.6,2.1,0.6,1,0.6,0.6,0.7,0.4,0.6,0,0,0,0,0
"28",2,17401,"India","Chhattisgarh","Bastar",1116798,31.63,28.3,36.56,31.71,32.51,33.41,33.37,32.13,34.34,31.4,31.44,27.74,32.59,29.41,30.19,31.67,30.12,27.61,27.65,26.04,25.77,24.42,25.32,22.26,15.84,16.38,2.6,2.3,3.1,2.6,2.7,2.8,2.8,2.7,2.9,2.6,2.6,2.2,2.7,2.4,2.5,2.6,2.5,2.2,2.2,2.1,2,1.9,2,1.7,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2,17894,"India","Uttar Pradesh","Basti",2512776,53.24,59.71,63.08,60.48,63.03,64.69,67.17,78,67.67,53.65,63.2,63.85,71.65,62.83,63.37,66.87,59.99,58.14,51.62,53.14,53.32,46.93,52.86,43.6,34.69,37.43,4.7,5.4,5.7,5.4,5.7,5.8,6.1,7.2,6.1,4.8,5.7,5.8,6.5,5.7,5.7,6.1,5.4,5.2,4.6,4.7,4.7,4.1,4.7,3.8,2.9,3.2,1.3,1.9,2.3,2,2.3,2.4,2.7,3.7,2.7,1.3,2.3,2.3,3.1,2.2,2.3,2.6,2,1.8,1.1,1.3,1.3,0.7,1.3,0.4,0,0
"30",2,17750,"India","Punjab","Bathinda",1584682,47.02,42.93,51.91,47.07,45.27,49.99,50.87,53.77,51.94,44.66,46.73,43.67,53.48,54.6,45.75,44.69,45.6,42.96,40.29,39.28,43.79,37.2,33.58,30.78,26.09,27.75,4.1,3.7,4.6,4.1,3.9,4.4,4.5,4.8,4.6,3.9,4.1,3.8,4.8,4.9,4,3.9,4,3.7,3.5,3.4,3.8,3.2,2.8,2.5,2.1,2.2,0.7,0.3,1.2,0.7,0.5,1,1.1,1.3,1.2,0.5,0.7,0.4,1.3,1.4,0.6,0.5,0.5,0.3,0,0,0.4,0,0,0,0,0
"31",2,17363,"India","Bihar","Begusarai",3604924,67.03,70.82,68.42,64.9,75.78,87.03,82.46,81.32,75.59,78.2,77.26,79.39,76.39,66.86,70.96,66.73,63.41,63.53,55.16,54.16,54.32,52.22,56.29,48.08,43.9,42.52,6.1,6.5,6.2,5.9,6.9,8,7.6,7.5,6.9,7.2,7.1,7.3,7,6.1,6.5,6,5.7,5.7,4.9,4.8,4.8,4.6,5,4.2,3.8,3.7,2.6,3,2.8,2.4,3.5,4.6,4.2,4,3.5,3.7,3.7,3.9,3.6,2.6,3,2.6,2.3,2.3,1.5,1.4,1.4,1.2,1.6,0.8,0.4,0.2
"32",2,17402,"India","Chhattisgarh","Bemetara",859164,66.61,62.31,70.06,68.72,64.22,61.67,59.89,60.69,56.82,56.58,55.74,49.18,53.82,48.77,52.05,51.95,49.82,45.17,42.96,44.46,39.81,39.53,40.54,33.79,33.58,31.55,6,5.6,6.4,6.2,5.8,5.6,5.4,5.5,5.1,5.1,5,4.3,4.8,4.3,4.6,4.6,4.4,3.9,3.7,3.9,3.4,3.4,3.5,2.8,2.8,2.6,2.6,2.2,2.9,2.8,2.4,2.1,1.9,2,1.6,1.6,1.5,0.9,1.4,0.9,1.2,1.2,1,0.5,0.3,0.4,0,0,0.1,0,0,0
"33",2,17895,"India","Uttar Pradesh","Bhadohi",1832982,52.29,54.74,59.83,58.81,64.27,61.88,65.47,72.69,56.76,54.92,58.92,58.37,62.75,53.59,55.93,62.72,51.53,47.5,48.75,50.28,48.62,45.53,43.39,39.19,38.37,37.99,4.6,4.9,5.4,5.3,5.8,5.6,5.9,6.6,5.1,4.9,5.3,5.2,5.7,4.8,5,5.7,4.6,4.2,4.3,4.4,4.3,4,3.8,3.4,3.3,3.2,1.2,1.4,1.9,1.8,2.4,2.1,2.5,3.2,1.6,1.5,1.9,1.8,2.2,1.3,1.6,2.2,1.1,0.7,0.9,1,0.8,0.5,0.3,0,0,0
"34",2,17364,"India","Bihar","Bhagalpur",3698898,58.83,61.46,62.95,61.13,67.09,73.63,71.22,66.22,65.61,64,68.3,68.01,68.03,58.88,63.95,58.19,54.78,56.79,46.99,46.8,47.1,45.6,48.2,40.87,39.69,38.51,5.3,5.5,5.7,5.5,6.1,6.7,6.5,6,5.9,5.8,6.2,6.2,6.2,5.3,5.8,5.2,4.9,5.1,4.1,4.1,4.1,4,4.2,3.5,3.4,3.3,1.8,2.1,2.2,2.1,2.7,3.3,3.1,2.6,2.5,2.4,2.8,2.7,2.7,1.9,2.3,1.8,1.4,1.6,0.7,0.7,0.7,0.5,0.8,0.1,0,0
"35",2,17464,"India","Haryana","Bhiwani",1332430,51.8,47.2,54.24,50.81,55.86,58.85,61.86,60.62,60,48.69,50,49.51,56.05,58.54,52.51,49.88,48.49,45.65,45.01,40.43,44.53,39.76,36.96,33.79,30.07,29.63,4.6,4.1,4.8,4.5,5,5.3,5.6,5.5,5.4,4.3,4.4,4.4,5,5.2,4.7,4.4,4.3,4,3.9,3.5,3.9,3.4,3.1,2.8,2.5,2.4,1.2,0.7,1.4,1.1,1.6,1.8,2.1,2,2,0.9,1,0.9,1.6,1.8,1.2,1,0.8,0.6,0.5,0,0.4,0,0,0,0,0
"36",2,17365,"India","Bihar","Bhojpur",3324678,59.32,67.09,68.39,62.85,71.21,75.67,74.1,83.78,71.28,71.24,72.04,68.54,73.35,65.33,64.65,72.05,59.63,54.78,51.32,54.91,54.48,51.05,54.61,46.71,42.92,42.09,5.3,6.1,6.2,5.7,6.5,6.9,6.8,7.7,6.5,6.5,6.6,6.2,6.7,5.9,5.8,6.6,5.4,4.9,4.5,4.9,4.8,4.5,4.9,4.1,3.7,3.6,1.9,2.7,2.8,2.2,3.1,3.5,3.3,4.3,3.1,3.1,3.1,2.8,3.3,2.5,2.4,3.1,1.9,1.4,1.1,1.5,1.4,1.1,1.4,0.7,0.3,0.2
"37",2,17403,"India","Chhattisgarh","Bijapur",306877,26.32,24.18,31.58,27.98,27.65,29.14,28.49,27.97,28.92,28.7,27.99,24.78,27.73,25.9,27.45,27.08,26.79,23.77,23.05,22.17,21.4,20.28,20.22,18.77,15.71,13.32,2.1,1.9,2.6,2.3,2.2,2.4,2.3,2.3,2.3,2.3,2.3,1.9,2.2,2,2.2,2.2,2.1,1.8,1.8,1.7,1.6,1.5,1.5,1.3,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2,17896,"India","Uttar Pradesh","Bijnor",4280692,42.4,47.61,53.09,49.37,49.15,55.1,55.21,59.68,56.22,50.17,57.87,51.87,59.62,54.38,49.35,52.37,45.91,43.21,40.14,44.82,44.14,39.79,38,36.25,30.26,32.32,3.7,4.2,4.7,4.3,4.3,4.9,4.9,5.4,5,4.4,5.2,4.6,5.4,4.8,4.3,4.6,4,3.7,3.4,3.9,3.8,3.4,3.2,3.1,2.5,2.7,0.2,0.7,1.3,0.9,0.9,1.5,1.5,1.9,1.6,1,1.8,1.2,1.9,1.4,0.9,1.2,0.6,0.3,0,0.5,0.4,0,0,0,0,0
"39",2,17404,"India","Chhattisgarh","Bilaspur",2334931,54.49,51.5,58.07,55.35,54.65,51.41,51.66,53.73,49.64,49.08,49.22,42.4,48.15,42.25,46.44,46.36,43.65,38.37,36.91,38.16,34.31,32.82,33.12,28.47,26.91,26.49,4.9,4.6,5.2,4.9,4.9,4.5,4.6,4.8,4.4,4.3,4.3,3.7,4.2,3.7,4.1,4.1,3.8,3.3,3.1,3.2,2.9,2.7,2.8,2.3,2.1,2.1,1.4,1.1,1.8,1.5,1.4,1.1,1.1,1.3,0.9,0.9,0.9,0.2,0.8,0.2,0.6,0.6,0.4,0,0,0,0,0,0,0,0,0
"40",2,17971,"India","West Bengal","Birbhum",3943584,43.92,43.34,54.64,54.39,52.28,56.36,56.95,55.07,53.39,50.62,50.05,48.51,54.45,44.8,53.95,54.42,45.7,45.07,40.37,39.73,35.9,37.82,35.69,35.31,31.96,29.85,3.8,3.8,4.9,4.8,4.6,5,5.1,4.9,4.7,4.5,4.4,4.3,4.8,3.9,4.8,4.8,4,3.9,3.5,3.4,3,3.2,3,3,2.6,2.4,0.4,0.3,1.4,1.4,1.2,1.6,1.7,1.5,1.3,1,1,0.8,1.4,0.5,1.4,1.4,0.6,0.5,0,0,0,0,0,0,0,0
"41",2,17517,"India","Jharkhand","Bokaro",2501355,49.85,46.8,59.65,57.31,56.07,54.08,58.37,59.13,56.88,54.74,56.08,53.39,59.11,48.49,53.35,56.19,47.6,43.86,40.53,42.69,39.71,39.87,37.45,35.92,33.42,32.43,4.4,4.1,5.4,5.1,5,4.8,5.2,5.3,5.1,4.9,5,4.7,5.3,4.3,4.7,5,4.2,3.8,3.5,3.7,3.4,3.4,3.2,3,2.8,2.7,1,0.7,1.9,1.7,1.6,1.4,1.8,1.9,1.7,1.4,1.6,1.3,1.9,0.8,1.3,1.6,0.7,0.4,0.1,0.3,0,0,0,0,0,0
"42",2,17897,"India","Uttar Pradesh","Budaun",3628895,58.89,65.96,68.45,62.16,63.28,68.29,72.32,77.47,72.78,64.3,71.36,64.7,78.24,74.91,63.55,69.63,57.21,53.21,56.66,58.62,62.53,52.41,50.38,47.33,39.27,44.88,5.3,6,6.2,5.6,5.7,6.2,6.6,7.1,6.6,5.8,6.5,5.9,7.2,6.9,5.7,6.3,5.1,4.7,5.1,5.3,5.6,4.6,4.4,4.1,3.4,3.9,1.9,2.5,2.8,2.2,2.3,2.8,3.2,3.7,3.2,2.4,3.1,2.4,3.7,3.4,2.3,2.9,1.7,1.3,1.6,1.8,2.2,1.2,1,0.7,0,0.5
